GeneSymbol	EntrezID	MedGenID	Phenotype	Grouped
JAK2	3717	C3281125	Thrombocythemia.3	Thrombocythemia.3
ETV6	2120	C0040034	Thrombocytopenia	Thrombocytopenia
ITGB3	3690	C0473780	"Thrombocytopenia,.neonatal.alloimmune"	Thrombocytopenia
GATA1	2623	C1839161	"Thrombocytopenia,.platelet.dysfunction,.hemolysis,.and.imbalanced.globin.synthesis"	Thrombocytopenia
WAS	7454	C1839163	"Thrombocytopenia,.X-linked"	Thrombocytopenia
WAS	7454	C1839164	"Thrombocytopenia,.X-linked,.intermittent"	Thrombocytopenia
ANKRD26	22852	C1861185	Thrombocytopenia.2	Thrombocytopenia
MASTL	84930	C1861185	Thrombocytopenia.2	Thrombocytopenia
CYCS	54205	C2677608	Thrombocytopenia.4	Thrombocytopenia
ETV6	2120	CN225711	Thrombocytopenia.5	Thrombocytopenia
MPL	4352	C1865987	"Thrombocytosis,.benign.familial.microcytic"	"Thrombocytosis,.benign.familial.microcytic"
F2	2147	C0398623	Thrombophilia	Thrombophilia
PROC	5624	C2674321	"Thrombophilia,.hereditary,.due.to.protein.C.deficiency,.autosomal.dominant"	Thrombophilia
PROC	5624	C2676759	"Thrombophilia,.hereditary,.due.to.protein.C.deficiency,.autosomal.recessive"	Thrombophilia
HRG	3273	C2751090	"Thrombophilia,.histidine-rich.glycoprotein-related"	Thrombophilia
F5	2153	C1861171	Thrombophilia.due.to.activated.protein.C.resistance	Thrombophilia
PROS1	5627	C3281092	"Thrombophilia.due.to.protein.S.deficiency,.autosomal.recessive"	Thrombophilia
THBD	7056	C1861173	Thrombophilia.due.to.thrombomodulin.defect	Thrombophilia
DUOXA2	405753	C0342196	Thyroglobulin.synthesis.defect	Thyroglobulin.synthesis.defect
TSHR	7253	C1863960	"Thyroid.adenoma,.hyperfunctioning"	"Thyroid.adenoma,.hyperfunctioning"
PAX8	7849	C1563716	Thyroid.agenesis	Thyroid.agenesis
HRAS	3265	C0206682	"Thyroid.cancer,.follicular"	"Thyroid.cancer,.follicular"
MINPP1	9562	C0206682	"Thyroid.cancer,.follicular"	"Thyroid.cancer,.follicular"
SLC5A5	6528	C1848805	Thyroid.dyshormonogenesis.1	Thyroid.dyshormonogenesis.1
DUOX2	50506	C1846632	Thyroid.dyshormonogenesis.6	Thyroid.dyshormonogenesis.6
SECISBP2	79048	C1864761	"Thyroid.hormone.metabolism,.abnormal"	"Thyroid.hormone.metabolism,.abnormal"
THRB	7068	C2937288	"Thyroid.hormone.resistance,.generalized,.autosomal.dominant"	"Thyroid.hormone.resistance,.generalized,.autosomal.dominant"
THRB	7068	C3489796	"Thyroid.hormone.resistance,.generalized,.autosomal.recessive"	"Thyroid.hormone.resistance,.generalized,.autosomal.recessive"
THRB	7068	C1840364	"Thyroid.hormone.resistance,.selective.pituitary"	"Thyroid.hormone.resistance,.selective.pituitary"
CACNA1S	779	C0268446	Thyrotoxic.periodic.paralysis	Thyrotoxic.periodic.paralysis
KCNJ18	100134444	C0268446	Thyrotoxic.periodic.paralysis	Thyrotoxic.periodic.paralysis
KCNJ18	100134444	C2750473	Thyrotoxic.periodic.paralysis.2	Thyrotoxic.periodic.paralysis
TRHR	7201	C1861106	"Thyrotropin-releasing.hormone.resistance,.generalized"	"Thyrotropin-releasing.hormone.resistance,.generalized"
LMBR1	64327	C1861099	"Tibia,.hypoplasia.of,.with.polydactyly"	"Tibia,.hypoplasia.of,.with.polydactyly"
MITF	4286	C0391816	Tietz.syndrome	Tietz.syndrome
CACNA1C	775	C1832916	Timothy.syndrome	Timothy.syndrome
TNFRSF1A	7132	C1275126	TNF.receptor-associated.periodic.fever.syndrome.(TRAPS)	TNF.receptor-associated.periodic.fever.syndrome.(TRAPS)
GABBR2	9568	C1861063	"Tobacco.addiction,.susceptibility.to"	"Tobacco.addiction,.susceptibility.to"
CHRNA4	1137	C0040332	Tobacco.use.disorder	Tobacco.use.disorder
PAX9	5083	C1970291	"Tooth.agenesis,.selective,.3"	Tooth.agenesis
WNT10A	80326	C1835492	"Tooth.agenesis,.selective,.4"	Tooth.agenesis
MSX1	4487	CN070079	"Tooth.agenesis,.selective,.with.or.without.orofacial.cleft"	Tooth.agenesis
EDA	1896	C1970757	"Tooth.agenesis,.selective,.X-linked,.1"	Tooth.agenesis
ANK2	287	C0040479	Torsades.de.pointes	Torsades.de.pointes
SCN5A	6331	C0040479	Torsades.de.pointes	Torsades.de.pointes
LIPH	200879	C1836672	"Total.Hypotrichosis,.Mari.type"	"Total.Hypotrichosis,.Mari.type"
HDC	3067	C0040517	Tourette.Syndrome	Tourette.Syndrome
SLITRK1	114798	C0040517	Tourette.Syndrome	Tourette.Syndrome
SALL1	6299	C0265246	Townes.syndrome	Townes.syndrome
SALL1	6299	C1862683	Townes-Brocks-branchiootorenal-like.syndrome	Townes-Brocks-branchiootorenal-like.syndrome
HLA-B	3106	C0014518	Toxic.epidermal.necrolysis	Toxic.epidermal.necrolysis
TCN2	6948	C0342701	Transcobalamin.II.deficiency	Transcobalamin.II.deficiency
SERPINE1	5054	CN069899	Transcription.level.of.plasminogen.activator.inhibitor.1	Transcription.level.of.plasminogen.activator.inhibitor.1
COL7A1	1294	C1851573	Transient.bullous.dermolysis.of.the.newborn	Transient.bullous.dermolysis.of.the.newborn
RUNX1	861	C1860788	Transient.myeloproliferative.disorder.of.Down.syndrome	Transient.myeloproliferative.disorder.of.Down.syndrome
ZFP57	346171	C1832386	Transient.neonatal.diabetes.mellitus.1	Transient.neonatal.diabetes.mellitus.1
KCNJ11	3767	C1864623	Transient.neonatal.diabetes.mellitus.3	Transient.neonatal.diabetes.mellitus.3
MED13L	23389	C1837341	Transposition.of.great.arteries	Transposition.of.great.arteries
CFC1	55997	C3151220	"Transposition.of.the.great.arteries,.dextro-looped.2"	"Transposition.of.the.great.arteries,.dextro-looped.2"
TCOF1	6949	CN119605	Treacher.collins.syndrome.1	Treacher.collins.syndrome.1
POLR1D	51082	C3150983	Treacher.collins.syndrome.2	Treacher.collins.syndrome.2
FUS	2521	C3539195	"Tremor,.hereditary.essential,.4"	"Tremor,.hereditary.essential,.4"
DLX3	1747	C0265333	Tricho-dento-osseous.syndrome	Tricho-dento-osseous.syndrome
TTC37	9652	C1857276	Trichohepatoenteric.syndrome	Trichohepatoenteric.syndrome
SKIV2L	6499	C3281289	Trichohepatoenteric.syndrome.2	Trichohepatoenteric.syndrome.2
FGF5	2250	C0854699	Trichomegaly	Trichomegaly
PNPLA6	10908	C1848745	"Trichomegaly.with.mental.retardation,.dwarfism.and.pigmentary.degeneration.of.retina"	"Trichomegaly.with.mental.retardation,.dwarfism.and.pigmentary.degeneration.of.retina"
TRPS1	7227	C0432233	Trichorhinophalangeal.dysplasia.type.I	Trichorhinophalangeal.dysplasia.type.I
TRPS1	7227	C1860823	Trichorhinophalangeal.syndrome.type.3	Trichorhinophalangeal.syndrome.type.3
MPLKIP	136647	C1961117	"Trichothiodystrophy,.nonphotosensitive.1"	"Trichothiodystrophy,.nonphotosensitive.1"
ERCC3	2071	CN230761	"TRICHOTHIODYSTROPHY.2,.PHOTOSENSITIVE"	"TRICHOTHIODYSTROPHY.2,.PHOTOSENSITIVE"
RNF113A	7737	CN231313	"TRICHOTHIODYSTROPHY.5,.NONPHOTOSENSITIVE"	"TRICHOTHIODYSTROPHY.5,.NONPHOTOSENSITIVE"
LAMP2	3920	C2216155	Trifascicular.block.on.electrocardiogram	Trifascicular.block.on.electrocardiogram
ABHD5	51099	C0268238	Triglyceride.storage.disease.with.ichthyosis	Triglyceride.storage.disease.with.ichthyosis
FREM1	158326	C3280974	Trigonocephaly.2	Trigonocephaly.2
FMO3	2328	C0342739	Trimethylaminuria	Trimethylaminuria
TPI1	7167	C1860808	Triosephosphate.isomerase.deficiency	Triosephosphate.isomerase.deficiency
LMBR1	64327	C0241397	Triphalangeal.thumb	Triphalangeal.thumb
LMBR1	64327	C1969369	Triphalangeal.thumb.polysyndactyly.syndrome	Triphalangeal.thumb.polysyndactyly.syndrome
OPN1SW	611	C0155017	Tritanopia	Tritanopia
SPINK1	6690	C1842402	Tropical.calcific.pancreatitis	Tropical.calcific.pancreatitis
SPG20	23111	C0393559	Troyer.syndrome	Troyer.syndrome
TSC1	7248	C1854465	Tuberous.sclerosis.1	Tuberous.sclerosis
SERPINC1	462	C1860707	Tuberous.sclerosis.2	Tuberous.sclerosis
TSC2	7249	C1860707	Tuberous.sclerosis.2	Tuberous.sclerosis
TSC1	7248	C0041341	Tuberous.sclerosis.syndrome	Tuberous.sclerosis
TSC2	7249	C0041341	Tuberous.sclerosis.syndrome	Tuberous.sclerosis
BAP1	8314	C3280492	Tumor.predisposition.syndrome	Tumor.predisposition.syndrome
FGF23	8074	C1876187	"Tumoral.calcinosis,.familial,.hyperphosphatemic"	"Tumoral.calcinosis,.familial,.hyperphosphatemic"
GALNT3	2591	C1876187	"Tumoral.calcinosis,.familial,.hyperphosphatemic"	"Tumoral.calcinosis,.familial,.hyperphosphatemic"
SAMD9	54809	C1864861	"Tumoral.calcinosis,.familial,.normophosphatemic"	"Tumoral.calcinosis,.familial,.normophosphatemic"
MLH1	4292	C0265325	Turcot.syndrome	Turcot.syndrome
MSH2	4436	C0265325	Turcot.syndrome	Turcot.syndrome
MSH6	2956	C0265325	Turcot.syndrome	Turcot.syndrome
PMS2	5395	C0265325	Turcot.syndrome	Turcot.syndrome
TYR	7299	C0268494	Tyrosinase-negative.oculocutaneous.albinism	Tyrosinase-negative.oculocutaneous.albinism
OCA2	4948	C0268495	Tyrosinase-positive.oculocutaneous.albinism	Tyrosinase-positive.oculocutaneous.albinism
TYK2	7297	C1969086	Tyrosine.kinase.2.deficiency	Tyrosine.kinase.2.deficiency
EGFR	1956	CN225347	Tyrosine.kinase.inhibitor.response	Tyrosine.kinase.inhibitor.response
TAT	6898	C0268487	Tyrosinemia.type.2	Tyrosinemia.type.2
FAH	2184	C0268490	Tyrosinemia.type.I	Tyrosinemia.type.I
GALE	2582	C0751161	UDPglucose-4-epimerase.deficiency	UDPglucose-4-epimerase.deficiency
COL6A1	1291	C0410179	Ullrich.congenital.muscular.dystrophy	Ullrich.congenital.muscular.dystrophy
COL6A2	1292	C0410179	Ullrich.congenital.muscular.dystrophy	Ullrich.congenital.muscular.dystrophy
COL6A3	1293	C0410179	Ullrich.congenital.muscular.dystrophy	Ullrich.congenital.muscular.dystrophy
COL12A1	1303	CN231482	ULLRICH.CONGENITAL.MUSCULAR.DYSTROPHY.2	ULLRICH.CONGENITAL.MUSCULAR.DYSTROPHY.2
WNT7A	7476	C1848651	Ulna.and.fibula.absence.of.with.severe.limb.deficiency	Ulna.and.fibula.absence.of.with.severe.limb.deficiency
TBX3	6926	C1866994	Ulnar-mammary.syndrome	Ulnar-mammary.syndrome
RET	5979	CN163192	Unclassifed	Unclassifed
MEG3	55384	C1842466	"Uniparental.disomy,.paternal,.chromosome.14"	"Uniparental.disomy,.paternal,.chromosome.14"
MIR2392	100616495	C1842466	"Uniparental.disomy,.paternal,.chromosome.14"	"Uniparental.disomy,.paternal,.chromosome.14"
CSTB	1476	C0751785	Unverricht-Lundborg.syndrome	Unverricht-Lundborg.syndrome
ADAMTS13	11093	C1268935	Upshaw-Schulman.syndrome	Upshaw-Schulman.syndrome
ABCG2	9429	C1841837	"Uric.acid.concentration,.serum,.quantitative.trait.locus.1"	"Uric.acid.concentration,.serum,.quantitative.trait.locus.1"
SLC2A9	56606	C2677550	"Uric.acid.concentration,.serum,.quantitative.trait.locus.2"	"Uric.acid.concentration,.serum,.quantitative.trait.locus.2"
SLC17A3	10786	C2675207	"Uric.acid.concentration,.serum,.quantitative.trait.locus.4"	"Uric.acid.concentration,.serum,.quantitative.trait.locus.4"
ZNF365	22891	C2700426	"Uric.acid.nephrolithiasis,.susceptibility.to"	"Uric.acid.nephrolithiasis,.susceptibility.to"
NT5C3A	51251	C1849507	"Uridine.5-prime.monophosphate.hydrolase.deficiency,.hemolytic.anemia.due.to"	"Uridine.5-prime.monophosphate.hydrolase.deficiency,.hemolytic.anemia.due.to"
UROC1	131669	C0268514	Urocanate.hydratase.deficiency	Urocanate.hydratase.deficiency
LRIG2	9860	C3554520	Urofacial.syndrome.2	Urofacial.syndrome.2
MYO7A	4647	C1568247	"Usher.syndrome,.type.1"	Usher.syndrome
MYO7A	4647	C1848638	"Usher.syndrome,.type.1B"	Usher.syndrome
USH1C	10083	C1848604	"Usher.syndrome,.type.1C"	Usher.syndrome
CDH23	64072	C1832845	"Usher.syndrome,.type.1D"	Usher.syndrome
PCDH15	65217	C1865885	"Usher.syndrome,.type.1F"	Usher.syndrome
PCDH15	65217	C1847089	"Usher.syndrome,.type.1G"	Usher.syndrome
USH1G	124590	C1847089	"Usher.syndrome,.type.1G"	Usher.syndrome
CIB2	10518	C3553944	"Usher.syndrome,.type.1J"	Usher.syndrome
PDZD7	79955	C1848634	"Usher.syndrome,.type.2A"	Usher.syndrome
USH2A	7399	C1848634	"Usher.syndrome,.type.2A"	Usher.syndrome
ADGRV1	84059	C1854237	"Usher.syndrome,.type.2C"	Usher.syndrome
DFNB31	25861	C1568249	"Usher.syndrome,.type.2D"	Usher.syndrome
CLRN1	7401	C1568248	"Usher.syndrome,.type.3"	Usher.syndrome
HARS	3035	C3281066	"Usher.syndrome,.type.3B"	Usher.syndrome
ADGRV1	84059	C3148929	"Usher.syndrome.type.2c,.GPR98/PDZD.digenic"	Usher.syndrome
PDZD7	79955	C3148929	"Usher.syndrome.type.2c,.GPR98/PDZD.digenic"	Usher.syndrome
MED12	9968	C0042133	Uterine.leiomyoma	Uterine.leiomyoma
MC1R	4157	C2678403	"Uv-induced.skin.damage,.susceptibility.to"	UV-sensitive.syndrome
ERCC6	2074	C1833561	UV-sensitive.syndrome	UV-sensitive.syndrome
ERCC8	1161	C3553298	UV-sensitive.syndrome.2	UV-sensitive.syndrome
UVSSA	57654	C3553328	UV-sensitive.syndrome.3	UV-sensitive.syndrome
HOXD13	3239	C1735591	VACTERL.association	VACTERL.association
ZIC3	7547	C1839115	"VACTERL.association.with.hydrocephaly,.X-linked"	"VACTERL.association.with.hydrocephaly,.X-linked"
IRF6	3664	C0175697	Van.der.Woude.syndrome	Van.der.Woude.syndrome
CFAP57	149465	C1847604	Van.der.Woude.syndrome.2	Van.der.Woude.syndrome
GRHL3	57822	C1847604	Van.der.Woude.syndrome.2	Van.der.Woude.syndrome
FAT4	79633	C3809875	Van.Maldergem.syndrome.2	Van.der.Woude.syndrome
DCHS1	8642	C1832390	Van.Maldergem.Wetzburger.Verloes.syndrome	Van.Maldergem.Wetzburger.Verloes.syndrome
PPOX	5498	C0162532	Variegate.porphyria	Variegate.porphyria
TREX1	11277	C1860518	"Vasculopathy,.retinal,.with.cerebral.leukodystrophy"	"Vasculopathy,.retinal,.with.cerebral.leukodystrophy"
PTEN	5728	C2749240	Vater.association.with.macrocephaly.and.ventriculomegaly	Vater.association.with.macrocephaly.and.ventriculomegaly
SMIM1	388588	C2745907	Vel.blood.group.system	Vel.blood.group.system
ACTN2	88	C0042510	Ventricular.fibrillation	Ventricular.fibrillation
AKAP9	10142	C0042510	Ventricular.fibrillation	Ventricular.fibrillation
CACNB2	783	C0042510	Ventricular.fibrillation	Ventricular.fibrillation
DSP	1832	C0042510	Ventricular.fibrillation	Ventricular.fibrillation
SCN1B	6324	C0042510	Ventricular.fibrillation	Ventricular.fibrillation
SCN5A	6331	C0042510	Ventricular.fibrillation	Ventricular.fibrillation
SNTA1	6640	C0042510	Ventricular.fibrillation	Ventricular.fibrillation
TRPM4	54795	C0042510	Ventricular.fibrillation	Ventricular.fibrillation
DPP6	1804	C2751829	"Ventricular.fibrillation,.paroxysmal.familial,.2"	Ventricular.fibrillation
GATA4	2626	C3280777	Ventricular.septal.defect.1	Ventricular.septal.defect
CITED2	10370	C3280783	Ventricular.septal.defect.2	Ventricular.septal.defect
NKX2-5	1482	C3280785	Ventricular.septal.defect.3	Ventricular.septal.defect
AKAP9	10142	C2108113	Ventricular.tachycardia	Ventricular.tachycardia
CACNA1C	775	C2108113	Ventricular.tachycardia	Ventricular.tachycardia
HCN4	10021	C0042514	Ventricular.tachycardia	Ventricular.tachycardia
KCNH2	3757	C2108113	Ventricular.tachycardia	Ventricular.tachycardia
KCNJ2	3759	C2108113	Ventricular.tachycardia	Ventricular.tachycardia
RBM20	282996	C2108113	Ventricular.tachycardia	Ventricular.tachycardia
SCN5A	6331	C2108113	Ventricular.tachycardia	Ventricular.tachycardia
CASQ2	845	C2677794	"Ventricular.tachycardia,.catecholaminergic.polymorphic,.2"	Ventricular.tachycardia
TRDN	10345	C3809536	"Ventricular.tachycardia,.catecholaminergic.polymorphic,.5,.with.or.without.muscle.weakness"	Ventricular.tachycardia
CASQ2	845	C0344432	"Ventricular.tachycardia,.polymorphic"	Ventricular.tachycardia
RYR2	6262	C0344432	"Ventricular.tachycardia,.polymorphic"	Ventricular.tachycardia
CRB2	286204	C1857423	Ventriculomegaly.with.cystic.kidney.disease	Ventriculomegaly.with.cystic.kidney.disease
PUF60	22827	C3810023	Verheij.syndrome	Verheij.syndrome
LTBP3	4054	C1832594	Verloes.Bourguignon.syndrome	Verloes.Bourguignon.syndrome
HOXD10	3236	C0240912	"Vertical.talus,.congenital"	"Vertical.talus,.congenital"
ACADVL	37	C0342784	Very.long.chain.acyl-CoA.dehydrogenase.deficiency	Very.long.chain.acyl-CoA.dehydrogenase.deficiency
ROBO2	6092	C1970483	Vesicoureteral.reflux.2	Vesicoureteral.reflux.2
SOX17	64321	C3150927	Vesicoureteral.reflux.3	Vesicoureteral.reflux.3
TNXB	7148	CN218430	Vesicoureteral.reflux.8	Vesicoureteral.reflux.8
NODAL	4838	C3495537	"Visceral.heterotaxy.5,.autosomal"	"Visceral.heterotaxy.5,.autosomal"
ACTG2	72	C1835084	Visceral.myopathy	Visceral.myopathy
MYH11	4629	C1835084	Visceral.myopathy	Visceral.myopathy
CYP2R1	120227	C1838657	"Vitamin.d.hydroxylation-deficient.rickets,.type.1b"	rickets
CYP27B1	1594	C0268689	"Vitamin.D-dependent.rickets,.type.1"	rickets
VDR	7421	C0268690	"Vitamin.D-dependent.rickets,.type.2"	rickets
GGCX	2677	C1848534	"Vitamin.k-dependent.clotting.factors,.combined.deficiency.of,.1"	"Vitamin.k-dependent.clotting.factors,.combined.deficiency.of,.1"
VKORC1	79001	C1843832	"Vitamin.k-dependent.clotting.factors,.combined.deficiency.of,.2"	"Vitamin.k-dependent.clotting.factors,.combined.deficiency.of,.2"
BEST1	7439	C0339510	Vitelliform.dystrophy	Vitelliform.dystrophy
NLRP1	22861	C1847835	Vitiligo-associated.multiple.autoimmune.disease.susceptibility.1	Vitiligo-associated.multiple.autoimmune.disease.susceptibility.1
BEST1	7439	C1860406	Vitreoretinochoroidopathy.dominant	Vitreoretinochoroidopathy.dominant
CAPN5	726	C1860404	"Vitreoretinopathy,.neovascular.inflammatory"	"Vitreoretinopathy,.neovascular.inflammatory"
COL2A1	1280	C1852989	Vitreoretinopathy.with.phalangeal.epiphyseal.dysplasia	Vitreoretinopathy.with.phalangeal.epiphyseal.dysplasia
LOR	4014	C1858805	"Vohwinkel.syndrome,.variant.form"	"Vohwinkel.syndrome,.variant.form"
VHL	7428	C0019562	Von.Hippel-Lindau.syndrome	Von.Hippel-Lindau.syndrome
VWF	7450	C1282968	"von.Willebrand.disease,.type.2a"	von.Willebrand.disease
VWF	7450	C1282971	"von.Willebrand.disease,.type.2b"	von.Willebrand.disease
VWF	7450	C1264039	von.Willebrand.disease.type.1	von.Willebrand.disease
VWF	7450	C1264040	von.Willebrand.disease.type.2	von.Willebrand.disease
VWF	7450	C1282974	von.Willebrand.disease.type.2M	von.Willebrand.disease
VWF	7450	C1282975	von.Willebrand.disease.type.2N	von.Willebrand.disease
VWF	7450	C1264041	von.Willebrand.disease.type.3	von.Willebrand.disease
VWF	7450	C0042974	von.Willebrand.disorder	von.Willebrand.disease
PAX3	5077	C1847800	Waardenburg.syndrome.type.1	Waardenburg.syndrome
MITF	4286	C1860339	Waardenburg.syndrome.type.2A	Waardenburg.syndrome
SNAI2	6591	C1837203	Waardenburg.syndrome.type.2D	Waardenburg.syndrome
SOX10	6663	CN069053	"Waardenburg.syndrome.type.2E,.with.neurologic.involvement"	Waardenburg.syndrome
SOX10	6663	CN069052	"Waardenburg.syndrome.type.2E,.without.neurologic.involvement"	Waardenburg.syndrome
EDNRB	1910	C1848519	Waardenburg.syndrome.type.4A	Waardenburg.syndrome
EDN3	1908	C2750457	Waardenburg.syndrome.type.4B	Waardenburg.syndrome
SOX10	6663	C2750452	Waardenburg.syndrome.type.4C	Waardenburg.syndrome
CLHC1	130162	C0231712	Waddling.gait	Waddling.gait
VCAN	1462	C0339540	Wagner.syndrome	Wagner.syndrome
B4GAT1	11041	C0265221	Walker-Warburg.congenital.muscular.dystrophy	Walker-Warburg.congenital.muscular.dystrophy
POMT1	10585	C0265221	Walker-Warburg.congenital.muscular.dystrophy	Walker-Warburg.congenital.muscular.dystrophy
RAB3GAP1	22930	C1838625	Warburg.micro.syndrome.1	Warburg.micro.syndrome.1
RAB3GAP2	25782	C3280214	Warburg.micro.syndrome.2	Warburg.micro.syndrome.2
RAB18	22931	C3280203	Warburg.micro.syndrome.3	Warburg.micro.syndrome.3
TBC1D20	128637	C3810265	Warburg.micro.syndrome.4	Warburg.micro.syndrome.4
CYP2A6	1548	CN078029	Warfarin.response	Warfarin.response
CYP2C9	1559	CN078029	Warfarin.response	Warfarin.response
F9	2158	CN078029	Warfarin.response	Warfarin.response
VKORC1	79001	CN078029	Warfarin.response	Warfarin.response
DDX11	1663	C3150658	Warsaw.breakage.syndrome	Warsaw.breakage.syndrome
CXCR4	7852	C0472817	"Warts,.hypogammaglobulinemia,.infections,.and.myelokathexis"	"Warts,.hypogammaglobulinemia,.infections,.and.myelokathexis"
RHD	6007	CN231363	Weak.RhD.expression	Weak.RhD.expression
EZH2	2146	C0265210	Weaver.syndrome	Weaver.syndrome
ADAMTS10	81794	C1869114	Weill-Marchesani.syndrome.1	Weill-Marchesani.syndrome.1
LTBP2	4053	C1869114	Weill-Marchesani.syndrome.1	Weill-Marchesani.syndrome.1
FBN1	2200	C1869115	Weill-Marchesani.syndrome.2	Weill-Marchesani.syndrome.2
ADAMTS17	170691	C2750787	Weill-Marchesani-like.syndrome	Weill-Marchesani-like.syndrome
COL11A2	1302	C1848488	Weissenbacher-Zweymuller.syndrome	Weissenbacher-Zweymuller.syndrome
IGHMBP2	3508	C0043116	Werdnig-Hoffmann.disease	Werdnig-Hoffmann.disease
SMN1	6606	C0043116	Werdnig-Hoffmann.disease	Werdnig-Hoffmann.disease
WRN	7486	C0043119	Werner.syndrome	Werner.syndrome
SCN1A	6323	C0037769	West.syndrome	West.syndrome
WFS1	7466	C1833021	WFS1-Related.Disorders	WFS1-Related.Disorders
ACKR1	2532	C2676078	White.blood.cell.count.quantitative.trait.locus.1	White.blood.cell.count.quantitative.trait.locus.1
KRT13	3860	CN187048	White.sponge.nevus.2	White.sponge.nevus.2
KRT4	3851	C1721005	White.sponge.nevus.of.cannon	White.sponge.nevus.of.cannon
ZC4H2	55906	C0796200	Wieacker.syndrome	Wieacker.syndrome
GPC3	2719	CN033288	Wilms.tumor.1	Wilms.tumor.1
WT1	7490	CN033288	Wilms.tumor.1	Wilms.tumor.1
H19	283120	C0694899	Wilms.tumor.2	Wilms.tumor.2
MRPL23	6150	C0694899	Wilms.tumor.2	Wilms.tumor.2
POU6F2	11281	C1832099	Wilms.tumor.and.radial.bilateral.aplasia	Wilms.tumor.and.radial.bilateral.aplasia
ATP7B	540	C0019202	Wilson's.disease	Wilson's.disease
HDAC8	55869	C1839736	Wilson-Turner.X-linked.mental.retardation.syndrome	Wilson-Turner.X-linked.mental.retardation.syndrome
MMP14	4323	C0432289	Winchester.syndrome	Winchester.syndrome
WAS	7454	C0043194	Wiskott-Aldrich.syndrome	Wiskott-Aldrich.syndrome
WIPF1	7456	C3281001	Wiskott-Aldrich.syndrome.2	Wiskott-Aldrich.syndrome.2
EIF2AK3	9451	C0432217	Wolcott-Rallison.dysplasia	Wolcott-Rallison.dysplasia
CISD2	493856	C1858028	Wolfram.syndrome.2	Wolfram.syndrome.2
WFS1	7466	C1857286	"Wolfram-like.syndrome,.autosomal.dominant"	"Wolfram-like.syndrome,.autosomal.dominant"
KRT74	121391	C1860238	"Woolly.hair,.autosomal.dominant"	"Woolly.hair,.autosomal.dominant"
LPAR6	10161	C1848435	"Woolly.hair,.autosomal.recessive.1"	"Woolly.hair,.autosomal.recessive.1"
LIPH	200879	C3148823	"Woolly.hair,.autosomal.recessive.2,.with.or.without.hypotrichosis"	"Woolly.hair,.autosomal.recessive.2,.with.or.without.hypotrichosis"
TMTC4	84899	C0796204	Worster.Drought.syndrome	Worster.Drought.syndrome
LRP5	4041	C0432273	Worth.disease	Worth.disease
ATP6V0A2	23545	C0406587	Wrinkly.skin.syndrome	Wrinkly.skin.syndrome
